Name	RADeg	DecDeg	RAHour	RAMinute	RASecond	DecSign	DecDeg	DecMinute	DecSecond	Type	Constellation	Magnitude	Info
ESO 341-15	312.15	-38.00	20	48.6		-1	38	0		Galaxy	Mic	12	Size: 2.4  B, cS, R, pgmbM, 4 st p
ZWG 374. 13	311.78	0.45	20	47.1		1	0	27		Galaxy	Aqr	14	vF
LBN 191	311.43	30.72	20	45.7		1	30	43		Nebula	Cyg		Size: 70.  !! pB, cL, eiF, 52 Cyg inv
ZWG 374. 14	311.80	0.38	20	47.2		1	0	23		Galaxy	Aqr	15	eF, vS
UGC 11628	311.83	0.32	20	47.3		1	0	19		Galaxy	Aqr	12	Size: 3.0  cF, S, R, bM
	311.83	0.48	20	47.3		1	0	29		Galaxy	Aqr	14.1	Size: 0.7  neb *13
UGC 11629	311.85	0.30	20	47.4		1	0	18		Galaxy	Aqr	12.7	Size: 1.9  F, vS, R, bM, *14 sf 0'.5
UGC 11630	311.85	0.50	20	47.4		1	0	30			Aqr		vF, vS; = 6963
	311.85	0.37	20	47.4		1	0	22		Double Star	Aqr		eF, vS
UGC 11630	311.90	0.42	20	47.6		1	0	25		Galaxy	Aqr	14	"eF, vS, *10 50"" f"
MCG 2-53-6	312.10	-8.33	20	48.4		-1	8	20		Galaxy	Aqr	14	F, S, R, gbM, F* inv
UGC 11633	312.10	7.75	20	48.4		1	7	45		Galaxy	Del	15	F, pL, E
ESO 235-8	313.03	-48.80	20	52.1		-1	48	48		Galaxy	Ind	12.7	Size: 1.2  pB, S, lE, gbM
UGC 11637	312.35	6.00	20	49.4		1	6	0		Galaxy	Del	15	vF, S, R
UGC 11640	312.50	9.90	20	50		1	9	54		Galaxy	Del	14	Size: 1.4  F, S, R
	313.03	-5.88	20	52.1		-1	5	53		Star	Aqr		vF, S, r
SG 3.202	312.70	31.87	20	50.8		1	31	52		Nebula	Cyg		neb*, neby cE pf
NGC 6976	313.10	-5.77	20	52.4		-1	5	46		Galaxy	Aqr		vF, S; = 6976
NGC 6975	313.10	-5.77	20	52.4		-1	5	46		Galaxy	Aqr	14	eF, iR
MCG 1-53-16	313.13	-5.73	20	52.5		-1	5	44		Galaxy	Aqr	14	vF, S, iR
MCG 1-53-17	313.15	-5.72	20	52.6		-1	5	43		Galaxy	Aqr	14	Size: 1.9  vF
	312.75	32.15	20	51		1	32	9		Nebula	Cyg		vF, S, iE, sev F st f nr
	313.20	-5.82	20	52.8		-1	5	49		Star	Aqr		vF, S, r
M 72	313.38	-12.53	20	53.5		-1	12	32		Globular Cluster	Aqr	9.4	Size: 5.9  glob. cl. , pB, pL, R, gmCM, 
ESO 235-19	314.35	-51.85	20	57.4		-1	51	51		Galaxy	Ind		vF, S, E, p of 2
ESO 286-14	314.20	-43.97	20	56.8		-1	43	58		Galaxy	Mic		eF, cS, R
ESO 235-20	314.48	-51.87	20	57.9		-1	51	52		Galaxy	Ind	13	Size: 1.7  F, pL, vlE, vgbM, f of 2
MCG 2-53-1	314.00	-11.08	20	56		-1	11	5			Aqr		eF, vS, iR
ESO 598-7	309.15	-18.63	20	36.6		-1	18	38			Cap		vF, vS, R, glbMN
ESO 235-21	314.50	-48.62	20	58		-1	48	37		Galaxy	Ind		pF, S, vlE, gpmbM, B* p 1'
ZWG 425. 20	313.95	10.53	20	55.8		1	10	32		Galaxy	Del	15	eF, pL, R
	313.53	45.28	20	54.1		1	45	17			Cyg		Cl, cL, st pS
ESO 187-43	314.98	-55.57	20	59.9		-1	55	34		Galaxy	Ind		Size: 1.1  eeF, vS, vmE 0deg , *13 att, 
OCL 201	314.15	47.42	20	56.6		1	47	25		Open Cluster	Cyg		Cl, L, P, vlC
CED 182B	314.10	31.72	20	56.4		1	31	43		Nebula	Cyg		Size: 60.  !!, eF, eL, eE, eiF, bifurcat
ESO 529-11	314.88	-25.68	20	59.5		-1	25	41			Cap		vF, vS, R, sbMN
M 73	314.75	-12.63	20	59		-1	12	38		Open Cluster	Aqr	9	Size: 3.  Cl, eP, vlC, no neb; = M73
CED 182C	314.28	31.22	20	57.1		1	31	13		Nebula	Cyg		Size: 12.  F, eL, neb & st in groups
	314.10	45.47	20	56.4		1	45	28		Open Cluster	Cyg		Cl, P, lC
OCL 197	314.13	44.63	20	56.5		1	44	38		Open Cluster	Cyg	10	Size: 15.  Cl, P, lC, st L
ESO 464-14	315.40	-28.02	21	1.6		-1	28	1		Galaxy	Mic		eeF, vS
ESO 464-15	315.50	-28.07	21	2		-1	28	4		Galaxy	Mic		Size: 0.9  eeF, vS
LBN 373	314.70	44.33	20	58.8		1	44	20		Nebula	Cyg		Size: 120.  F, eeL, dif nebulosity
UGC 11663	315.30	-0.18	21	1.2		-1	0	11		Galaxy	Aqr	14	pB, S, E 0deg
ESO 235-43	315.90	-49.02	21	3.6		-1	49	1		Galaxy	Ind		cF, cS, R, bM
UGC 11662	315.20	17.80	21	0.8		1	17	48		Galaxy	Del	14	vF, vS, lE, *15 close f
ESO 235-46	315.98	-49.12	21	3.9		-1	49	7		Galaxy	Ind		eF, R, lbM, *11 f
	315.50	-12.88	21	2		-1	12	53		Open Cluster	Aqr		Cl, S, P
GCL 119	315.38	16.18	21	1.5		1	16	11		Globular Cluster	Del	10.6	Size: 2.8  B, pL, R, gbM
ESO 187-48	316.38	-52.55	21	5.5		-1	52	33		Galaxy	Ind	13	Size: 1.9  pB, S, R, psbM, am st
PK 93+5.2	315.15	54.55	21	0.6		1	54	33		Planetary Nebula	Cyg	13	Size: 1.4  cB, L, E 45deg +/- , r, **  a
PK 37-34.1	316.05	-11.37	21	4.2		-1	11	22		Planetary Nebula	Aqr	8	Size: 1.7  !!!, PN , vB, S, elliptic
IC 5082	316.18	-12.33	21	4.7		-1	12	20		Galaxy	Aqr	14	eF, S, R, lbM; = IC 5082
	315.48	47.32	21	1.9		1	47	19			Cyg		Cl, no description
ESO 286-51	316.70	-44.82	21	6.8		-1	44	49		Galaxy	Mic		Size: 3.2  F, pL, E, vgvlbM, * p
UGC 11670	315.90	29.90	21	3.6		1	29	54		Galaxy	Cyg	12	Size: 4.9  pB, cS, R, psbM, pB* np
ESO 286-57	316.98	-47.18	21	7.9		-1	47	11		Galaxy	Ind	12.3	Size: 1.9  pF, S, R, bM, 2 st 12 n
UGC 11674	316.43	11.42	21	5.7		1	11	25		Galaxy	Equ	13	Size: 2.0  vF, pS, glbM
ESO 529-25	316.85	-25.50	21	7.4		-1	25	30		Galaxy	Cap	15	vF, eS, R, bMN, 1st of 3
ESO 529-26	316.88	-25.50	21	7.5		-1	25	30		Galaxy	Cap	15	eF, vS, R, bMN, 2nd of 3
ESO 529-27	316.90	-25.47	21	7.6		-1	25	28		Galaxy	Cap	14	vF, vS, vlE, glbM, 3 of 3
ESO 529-22	316.60	-24.42	21	6.4		-1	24	25		Galaxy	Cap		Size: 0.7  vF, vS, R, sbMN
NGC 7021	317.85	-64.05	21	11.4		-1	64	3		Galaxy	Pav	12	Size: 4.3  pB, cS, lE, pgbM
NGC 7020	317.83	-64.03	21	11.3		-1	64	2			Pav		pF, cS, R, psbM, *7-8 p; = 7020
ESO 235-65	317.38	-49.30	21	9.5		-1	49	18		Galaxy	Ind		eeF, S, R, B***  sf
OCL 235	315.13	68.17	21	0.5		1	68	10		Cluster Nebulosity	Cep	7	Size: 18.  *7 in eF, eL, neby
	316.50	41.50	21	6		1	41	30			Cyg		Cl, P, lC, st 10...
UGC 11681	316.98	16.33	21	7.9		1	16	20		Galaxy	Del	14	vF, vS, R, stell
PK 89+0.1	316.58	47.85	21	6.3		1	47	51		Planetary Nebula	Cyg	13	Size: 0.4  pB, biN, PN
PK 84-3.1	316.78	42.23	21	7.1		1	42	14		Planetary Nebula	Cyg	10	Size: 0.3  PN , stellar = 8.5m
	317.08	18.48	21	8.3		1	18	29			Del		vF, S, vlE
ESO 235-72	317.98	-49.28	21	11.9		-1	49	17		Galaxy	Ind	11.8	Size: 1.4  B, cS, R, pgmbM
ESO 598-28	317.80	-20.50	21	11.2		-1	20	30		Galaxy	Cap		vF, vS, iR, bMN
OCL 210	316.83	50.83	21	7.3		1	50	50		Open Cluster	Cyg	9.1	Size: 5.  Cl of triple st, lC
ESO 74-26	318.85	-68.28	21	15.4		-1	68	17		Galaxy	Pav		Size: 1.1  vF, cS, R, glbM
MCG 2-54-2	317.40	15.12	21	9.6		1	15	7		Galaxy	Peg	15	vF, S, R
UGC 11687	317.43	15.15	21	9.7		1	15	9		Galaxy	Peg	15	vF, vS, R
ESO 530-15	317.70	-23.13	21	10.8		-1	23	8		Galaxy	Cap		Size: 1.2  eF, S, iR
	317.55	15.45	21	10.2		1	15	27			Peg		Cl, lC
	317.68	33.72	21	10.7		1	33	43			Cyg		Cl, pRi, iF, st 11...15
ESO 286-79	318.80	-47.22	21	15.2		-1	47	13		Galaxy	Ind	12	Size: 3.0  pB, pL, lE, gbM
OCL 203	317.80	45.65	21	11.2		1	45	39		Open Cluster	Cyg	7.6	Size: 25.  Cl, vL, pRi, E, st 10...
UGC 11701	318.30	8.85	21	13.2		1	8	51		Galaxy	Equ	15	eF, vL, mE ns
ESO 235-82	319.13	-48.37	21	16.5		-1	48	22		Galaxy	Ind	11.1	Size: 3.9  B, cS, cE, psmbM, *10 f
UGC 11702	318.45	13.55	21	13.8		1	13	33		Galaxy	Peg	13	Size: 2.2  vF, S, R
UGC 11704	318.53	13.60	21	14.1		1	13	36		Galaxy	Peg	15	vF, S, R
OCL 198	318.23	42.48	21	12.9		1	42	29		Open Cluster	Cyg	11	Cl, vF, pL, vRi, vC st 15...18
	318.70	4.52	21	14.8		1	4	31		Double Star	Equ		not a neb; only 2 F close st
UGC 11708	318.73	2.83	21	14.9		1	2	50		Galaxy	Equ	14	Size: 2.0  eF, pL, R, lbM
UGC 11712	319.13	-0.83	21	16.5		-1	0	50		Galaxy	Aqr	14	eF, vS, biN pf
PK 88-1.1	318.55	46.27	21	14.2		1	46	16		Planetary Nebula	Cyg	11	Size: 1.0  pF, pL, dif, iR, vlbM
ESO 236-1	319.75	-48.57	21	19		-1	48	34		Galaxy	Ind	10.7	Size: 2.8  vB, pS, E, mbM
	318.78	36.20	21	15.1		1	36	12			Cyg		Cl, no description
MCG 2-54-4	319.95	-8.78	21	19.8		-1	8	47		Galaxy	Aqr	14	vF, R, gbM, **  nr
UGC 11718	319.65	26.45	21	18.6		1	26	27		Galaxy	Vul	14	Size: 2.8  F, S, vlE, r
UGC 11727	320.28	23.07	21	21.1		1	23	4		Galaxy	Peg	14	pB, S, vlE
	320.18	39.17	21	20.7		1	39	10			Cyg		vF, vS, R, F* inv
	319.85	57.58	21	19.4		1	57	35			Cep		Cl, F, pS, P
UGC 11734	320.55	18.65	21	22.2		1	18	39		Galaxy	Peg	14	pF, S, R
ESO 287-17	321.25	-42.48	21	25		-1	42	29		Galaxy	Mic		eF, vS, R, p of 2
	320.25	50.80	21	21		1	50	48			Cyg		Cl, P, lC
ESO 145-5	321.85	-60.02	21	27.4		-1	60	1		Galaxy	Pav	13	Size: 3.2  B, pL, lC, gpmbM
ESO 287-22	321.48	-42.40	21	25.9		-1	42	24		Galaxy	Mic		vF, pS, R, f of 2
ESO 236-13	321.85	-49.07	21	27.4		-1	49	4		Galaxy	Ind		Size: 1.5  eeF, vS, R
OCL 205	320.80	46.38	21	23.2		1	46	23		Open Cluster	Cyg	8.3	Size: 7.  Cl, pS, pRi, pC, st 13...
OCL 192	321.10	36.50	21	24.4		1	36	30		Open Cluster	Cyg	7	Size: 8.  Cl, P, st 10...
ESO 188-9	322.25	-52.77	21	29		-1	52	46		Galaxy	Ind	13	Size: 4.1  eF, pL, vmE 91deg , * s
MCG 1-54-17	321.68	-7.00	21	26.7		-1	7	0		Galaxy	Aqr		Size: 1.4  vF, sbM
UGC 11741	321.55	14.17	21	26.2		1	14	10		Galaxy	Peg	15	eeF, close sf of M of 3 F st
OCL 208	321.05	48.02	21	24.2		1	48	1		Open Cluster	Cyg	9.7	Size: 3.  Cl, P, neb?
MCG 2-54-27	321.65	12.22	21	26.6		1	12	13		Galaxy	Peg	15	vF, close to a S*
UGC 11747	322.03	-1.63	21	28.1		-1	1	38		Galaxy	Aqr	15	vF, S, R, stell
ESO 287-28	322.63	-43.10	21	30.5		-1	43	6		Galaxy	Gru	12.3	Size: 2.1  F, cL, lE, gvlbM, p of 2
	321.63	47.95	21	26.5		1	47	57			Cyg		Cl, S, C, cE; = 7067?
ESO 287-31	322.65	-43.15	21	30.6		-1	43	9		Galaxy	Gru	13.9	Size: 0.8  F, S, R, vglbM, f of 2
MCG 2-54-10	322.38	-11.47	21	29.5		-1	11	28		Galaxy	Cap	14	vF, vS, iR
ZWG 401. 27	322.38	6.70	21	29.5		1	6	42		Galaxy	Peg		vF, S, E
ESO 343-4	322.88	-38.60	21	31.5		-1	38	36		Galaxy	Gru		cF, cS, R, pgbM
PK 101+08.1	321.58	62.88	21	26.3		1	62	53		Nebula	Cep		Size: 2.  vF, er
UGC 11755	322.48	2.42	21	29.9		1	2	25		Galaxy	Aqr	14	Size: 0.8  F
M 15	322.50	12.17	21	30		1	12	10		Globular Cluster	Peg	6.4	Size: 12.3  !, glob. cl. , vB, vL, iR, v
ESO 287-36	323.13	-44.08	21	32.5		-1	44	5		Galaxy	Gru	11.6	Size: 2.8  B, R, cS, psbM
UGC 11756	322.50	26.72	21	30		1	26	43		Galaxy	Vul	14	Size: 2.0  vF, S, vlE
UGC 11759	322.85	2.50	21	31.4		1	2	30		Galaxy	Aqr	13	F, S, R, mbM, *14 s
OCL 209	322.35	47.08	21	29.4		1	47	5		Open Cluster	Cyg	7.2	Size: 25.  Cl, L, cRi, lC, st 10...13
ESO 107-36	323.93	-63.90	21	35.7		-1	63	54		Galaxy	Ind	12	Size: 4.5  pF, cL, vlE, vgpmbM, r
	322.95	17.42	21	31.8		1	17	25			Peg		Cl, lC
MCG 1-55-1	323.08	6.60	21	32.3		1	6	36		Galaxy	Peg	15	eF, S, E
OCL 214	322.63	51.58	21	30.5		1	51	35		Open Cluster	Cyg	8.4	Size: 9.  Cl, cL, vRi, pC, st 11...16
ESO 343-8	323.65	-40.82	21	34.6		-1	40	49		Galaxy	Gru		cF, S, R, gbM
	323.35	-0.38	21	33.4		-1	0	23			Aqr		eF, eL, dif, E pf, n of M2
M 2	323.38	-0.82	21	33.5		-1	0	49		Globular Cluster	Aqr	6.5	Size: 12.9  !!, glob. cl. , B, vL, gpmbM
ESO 188-12	324.13	-54.55	21	36.5		-1	54	33		Galaxy	Ind	11	Size: 7.1  pB, pL, vmE 127deg , g, pslbM
IC 5114	323.53	-36.63	21	34.1		-1	36	38		Galaxy	Gru		eF, pL, vgbM, *6 f 40s
M 39	323.05	48.43	21	32.2		1	48	26		Open Cluster	Cyg	4.6	Size: 32.  Cl, vL, vP, vlC, st 7...10; =
	323.70	46.02	21	34.8		1	46	1			Cyg		Cl, P, lC
PK 66-28.1	324.23	12.78	21	36.9		1	12	47		Planetary Nebula	Peg		Size: 1.6  * in eeF neby, v diffic
ESO 027-G001	325.05	-42.53	21	40.2		-1	42	32		Galaxy	Gru		Size: 1.6  F, pL, R, vglbM, *13 inv; = 7
IC 5121	325.33	-63.90	21	41.3		-1	63	54		Galaxy	Ind	13	Size: 2.7  vF, S, R, vS**  nf
ESO 287-48	325.08	-42.53	21	40.3		-1	42	32		Galaxy	Gru	12	Size: 2.5  B, S, vlE, mbM
ESO 48-5	326.70	-75.12	21	46.8		-1	75	7		Galaxy	Oct		Size: 4.4  pF, R, g, psmbM, am st
M 30	325.10	-23.18	21	40.4		-1	23	11		Globular Cluster	Cap	7.5	Size: 11.0  !, glob. cl. , B, L, lE, gpm
	324.88	8.88	21	39.5		1	8	53		Galaxy	Peg	14	vF, r
NPM1G +08.0499	324.90	8.90	21	39.6		1	8	54		?	Peg		F, vS, R, stell; = 7100?
IC 5127	324.93	6.28	21	39.7		1	6	17		Galaxy	Peg	13.1	Size: 1.9  F, pL, R; = IC 5127
ESO 531-15	324.98	-22.47	21	39.9		-1	22	28		Galaxy	Cap	15	vF, vS, R, gbM, 1st of 2
ESO 531-18	325.03	-22.42	21	40.1		-1	22	25		Galaxy	Cap	15	vF, vS, iR, gbMN, 2nd of 2
	325.13	-10.33	21	40.5		-1	10	20			Cap		F, vS, E 130deg , smbMN, * np; nonexiste
ESO 188-17	325.65	-52.70	21	42.6		-1	52	42		Galaxy	Ind		Size: 1.8  eF, cS, lE, vglbM
ESO 287-52	325.60	-44.80	21	42.4		-1	44	48		Galaxy	Gru	13	Size: 1.9  vF, cL, R, vglbM
NGC 7111	325.60	-6.78	21	42.4		-1	6	47		Galaxy	Aqr		vF, S, R, stell
ESO 403-15	325.48	-34.45	21	41.9		-1	34	27		Galaxy	PsA		eF, vS, am st
ESO 403-16	325.55	-34.17	21	42.2		-1	34	10		Galaxy	PsA		F, S, R, bM
NGC 7108	325.45	-6.72	21	41.8		-1	6	43		Galaxy	Aqr	15	eF, eS, R, bM
UGC 11794	325.58	12.50	21	42.3		1	12	30		Galaxy	Peg	15	eeF, S, R, pB* close p
MCG 2-55-9	325.60	12.58	21	42.4		1	12	35		Galaxy	Peg	15	vF, S, stell
	325.43	42.83	21	41.7		1	42	50			Cyg		nebulous var *; PN ?
ESO 531-25	325.90	-25.35	21	43.6		-1	25	21		Galaxy	PsA	14	vF, pS, mE 90deg , com, 2 st inv
UGC 11796	325.65	28.95	21	42.6		1	28	57		Galaxy	Cyg	14	vF, pL, mE
ESO 236-40	326.43	-48.40	21	45.7		-1	48	24		Galaxy	Gru		F, S, R, glbM, p of 2
ESO 236-45	326.53	-48.35	21	46.1		-1	48	21		Galaxy	Gru		F, S, R, glbM, f of 2
	326.58	-46.52	21	46.3		-1	46	31		Galaxy	Gru	14	Size: 1.1  F, S, R, gbM
MCG 1-55-6	326.10	-6.55	21	44.4		-1	6	33		Galaxy	Aqr	15	vF, S, vlE
MCG 1-55-8	326.23	-3.62	21	44.9		-1	3	37		Galaxy	Aqr	14	vF, vS, R, vlbM
	326.43	-8.82	21	45.7		-1	8	49		Double Star	Cap		nebulous * 10-11 or vS Cl
ESO 75-27	327.70	-70.33	21	50.8		-1	70	20		Galaxy	Ind		Size: 3.5  pB, S, R, vgbM, *9 f
ESO 237-2	327.03	-50.57	21	48.1		-1	50	34		Galaxy	Ind	13	Size: 2.7  pB, L, pmE, vgbM
ESO 145-17	327.33	-60.72	21	49.3		-1	60	43		Galaxy	Ind	13	Size: 3.2  eF, pL, R, sp of 2
ESO 145-18	327.33	-60.62	21	49.3		-1	60	37		Galaxy	Ind	13	Size: 2.3  pB, pS, lE, gbM, nf of 2
OCL 219	325.98	54.62	21	43.9		1	54	37		Open Cluster	Cyg		Size: 3.  Cl, S, P, lC
OCL 218	326.00	53.72	21	44		1	53	43		Open Cluster	Cyg	9.7	Size: 3.  Cl, S, pRi, has a ruby *9.5
OCL 240	325.33	66.10	21	41.3		1	66	6		Cluster Nebulosity	Cep	12	Size: 8.  !, cF, pL, gbM ***
IC 5135	327.08	-34.95	21	48.3		-1	34	57		Galaxy	PsA		pB, S, R, glbM; = IC 5135
MCG 2-55-2	326.93	-13.18	21	47.7		-1	13	11		Galaxy	Cap	14	vF, S, vlE, vgbM
MCG 2-55-13	326.80	10.23	21	47.2		1	10	14		Galaxy	Peg	14	vF, pL, lE, bet 2 st
	325.65	66.05	21	42.6		1	66	3		Nebula	Cep		vF, pL
	327.23	-12.98	21	48.9		-1	12	59		Asterism	Cap		only 3 or 4 vF st (no neb)
ESO 403-35	327.45	-34.88	21	49.8		-1	34	53		Galaxy	PsA	11.7	Size: 2.8  pB, pL, R, vgbM, *14 att p
	327.43	-11.78	21	49.7		-1	11	47		Double Star	Cap		stellar, nebulosity doubtful
UGC 11815	327.05	22.17	21	48.2		1	22	10		Galaxy	Peg	12.4	Size: 1.5  F, pS, R, vglbM, r
UGC 11817	327.25	12.50	21	49		1	12	30		Galaxy	Peg	15	vF, vS, stell
PK 104+7.1	326.48	63.65	21	45.9		1	63	39		Planetary Nebula	Cep		Size: 1.3  vF, cS, R, r
NGC 7141	328.08	-55.57	21	52.3		-1	55	34		Galaxy	Ind		pF, cS, R, bM; = 7141
NGC 7140	328.05	-55.57	21	52.2		-1	55	34		Galaxy	Ind		F, L, R, gpsmbM
OCL 241	326.48	65.80	21	45.9		1	65	48		Open Cluster	Cep	9.3	Size: 4.  Cl, cL, cRi, pC, st 11...14
	327.23	29.95	21	48.9		1	29	57		Double Star	Cyg		vF; D*? (inv in neb?)
ESO 237-11	328.18	-48.25	21	52.7		-1	48	15		Galaxy	Gru	10.7	Size: 3.5  vB, pS, R, mbMN
ESO 237-13	328.33	-47.88	21	53.3		-1	47	53		Galaxy	Gru	11.2	Size: 2.5  B, S, R, in triangle of st 13
MCG 0-55-24	327.95	3.02	21	51.8		1	3	1		Galaxy	Peg	15	F, R
MCG 0-55-25	328.00	3.07	21	52		1	3	4		Galaxy	Peg	15	F, S, lE
	328.03	3.33	21	52.1		1	3	20		Double Star	Peg		vF, vS, R
UGC 11835	328.05	3.30	21	52.2		1	3	18		Galaxy	Peg	14	vF, vS, R
	327.60	49.75	21	50.4		1	49	45		Asterism	Cyg		neb, no description
ESO 237-15	328.75	-50.67	21	55		-1	50	40		Galaxy	Ind		vF, pL, lE, vgbM, r
ESO 466-13	328.48	-29.27	21	53.9		-1	29	16		Galaxy	PsA	14	eeF, vS
ESO 466-16	328.60	-29.03	21	54.4		-1	29	2		Galaxy	PsA	14	eF, S, E or has eF* nr
ESO 404-8	328.85	-34.82	21	55.4		-1	34	49		Galaxy	PsA		Size: 1.3  B, pL, iR, glbM, r
IC 5143	329.05	-49.53	21	56.2		-1	49	32		Galaxy	Ind	13	Size: 1.9  pB, S, lE, mbM
UGC 11843	328.65	2.95	21	54.6		1	2	57		Galaxy	Peg	13	Size: 1.7  F, pL, R, bM, r
ESO 532-3	329.20	-25.38	21	56.8		-1	25	23		Galaxy	PsA	14	vF, vS, R, sbMN, B D* p 8s
	329.35	-11.60	21	57.4		-1	11	36		Triple Star	Cap		vF neb*, *9.5 nf 3'
ZWG 428. 3	329.10	13.57	21	56.4		1	13	34		Galaxy	Peg	15	eeF, eS, R, vF* sf inv
OCL 236	328.43	62.60	21	53.7		1	62	36		Open Cluster	Cep	6.1	Size: 7.  Cl, P, vlC
	329.25	2.95	21	57		1	2	57		Double Star	Peg		Cl, vS, st 19, bet 2 st 16
ESO 288-26	329.95	-43.32	21	59.8		-1	43	19		Galaxy	Gru	13	Size: 2.8  cF, cL, cE, glbM
ESO 466-30	329.83	-31.88	21	59.3		-1	31	53		Galaxy	PsA	13.4	Size: 1.8  F, pL, vlE, vglbM
ZWG 377. 6	329.15	1.37	21	56.6		1	1	22		Galaxy	Aqr		eF, R, 4 vF st n
MCG 3-56-2	329.88	-16.52	21	59.5		-1	16	31		Galaxy	Aqr	14	eF, bM *13
ESO 288-27	330.18	-43.42	22	0.7		-1	43	25		Galaxy	Gru	11.8	Size: 2.4  cB, S, vlE, smbMN
ESO 532-9	330.13	-24.63	22	0.5		-1	24	38		Galaxy	Aqr	13	F, pS, R, vglbM, *10 f
ESO 237-26	330.53	-51.75	22	2.1		-1	51	45		Galaxy	Ind	13	Size: 2.0  pB, S, R, psbM
ESO 237-28	330.70	-47.70	22	2.8		-1	47	42		Galaxy	Gru		Size: 1.0  eF, S, R, *8 np
AM 2148-554	330.35	-5.45	22	1.4		-1	5	27			Aqr		vF, pS, iR, bMN, D* p 36s
MCG 2-56-5	330.25	-13.27	22	1		-1	13	16		Galaxy	Aqr	12.3	Size: 2.8  vF, cL, E 124deg , vgbM
ESO 466-38	330.50	-31.87	22	2		-1	31	52		Galaxy	PsA	11.9	Size: 2.2  pB, pL, lE, gbM, 1st of 4
NGC 7174	330.50	-31.97	22	2		-1	31	58		Galaxy	PsA	12.1	Size: 1.3  cB, cS, R, sbM*, 2nd of 4
ESO 466-40	330.53	-31.98	22	2.1		-1	31	59		Galaxy	PsA	12.6	Size: 1.3  cF, S, R, p of Dneb, 3rd of 4
	329.70	54.82	21	58.8		1	54	49			Cyg		Cl, vL, pRi, lC
ESO 466-41	330.53	-31.98	22	2.1		-1	31	59		Galaxy	PsA	11.9	Size: 1.3  B, pL, R, f of Dneb, 4th of 4
UGC 11872	330.18	17.73	22	0.7		1	17	44		Galaxy	Peg	11.2	Size: 3.3  pB, pS, R, bMN, r, * sp
ESO 404-22	330.63	-35.82	22	2.5		-1	35	49		Galaxy	PsA		eF, S, R, *8 s 2'
ESO 108-11	331.20	-64.05	22	4.8		-1	64	3		Galaxy	Ind		Size: 1.8  cF, pS, vgbM
ESO 601-6	330.58	-20.55	22	2.3		-1	20	33		Galaxy	Aqr	12.5	Size: 1.8  vF, S, R, lbM, p of 2
ZWG 377. 14	330.45	-1.97	22	1.8		-1	1	58		Galaxy	Aqr	15	eF, vS, stellar
MCG 0-56-6	330.48	-2.20	22	1.9		-1	2	12		Galaxy	Aqr	15	eF, vS, stellar
ESO 601-8	330.60	-18.93	22	2.4		-1	18	56		Galaxy	Aqr	14	vF, pL, E 90deg , lbM
ESO 601-9	330.68	-20.82	22	2.7		-1	20	49		Galaxy	Aqr	12	Size: 5.8  pB, pL, mE 64deg , bet 3 st, 
ESO 601-10	330.78	-20.47	22	3.1		-1	20	28		Galaxy	Aqr	14	vF, pL, iR, vglbM, f of 2
	330.25	35.10	22	1		1	35	6			Peg		vF, am 5 or 6 st
ESO 404-24	330.68	-32.80	22	2.7		-1	32	48		Galaxy	PsA		Size: 1.7  pF, pS, R, lbM
ESO 601-11	330.88	-20.33	22	3.5		-1	20	20		Galaxy	Aqr	14	eF, pS, E, lbM
UGC 11882	330.83	0.57	22	3.3		1	0	34		Galaxy	Aqr	14	F, S, lE
UGC 11885	330.78	11.20	22	3.1		1	11	12		Galaxy	Peg	15	eF, vS, iR, lbM
ESO 108-13	331.73	-64.63	22	6.9		-1	64	38		Galaxy	Ind		vF, S, lE, vgbM
ESO 108-12	331.70	-64.32	22	6.8		-1	64	19		Galaxy	Ind	12	Size: 2.5  pB, S, R, pmbM
	330.90	10.82	22	3.6		1	10	49			Peg		Cl, lRi, lC, st 9...10
UGC 11888	330.88	12.62	22	3.5		1	12	37		Galaxy	Peg	14	vF, vS, R, lbM
MCG 2-56-9	330.85	12.65	22	3.4		1	12	39		Galaxy	Peg	15	eeF, R, v diffic
ESO 237-36	331.50	-50.12	22	6		-1	50	7		Galaxy	Ind	11.5	Size: 1.9  cB, S, R, am st
UGC 11887	330.73	41.05	22	2.9		1	41	3		Galaxy	Lac	14	F, cS, cE, vglbM, er
MCG 0-56-8	331.33	-0.65	22	5.3		-1	0	39		Galaxy	Aqr	15	eF, vS, stellar
ESO 108-14	332.13	-64.70	22	8.5		-1	64	42		Galaxy	Ind		Size: 1.3  vF, S, R, pslbM, *11 p 3'
ESO 237-37	331.80	-50.00	22	7.2		-1	50	0		Galaxy	Ind		Size: 1.6  pF, S, R, smbM
ESO 467-4	331.63	-31.27	22	6.5		-1	31	16		Galaxy	PsA	14	Size: 1.7  F, R, gbM, 1st of 4
	331.68	-31.20	22	6.7		-1	31	12		Galaxy	PsA	13	Size: 1.3  eF, S, stellar, 2nd of 4
ESO 467-7	331.68	-31.17	22	6.7		-1	31	10		Galaxy	PsA	13	Size: 1.9  cF, R, stellar, 3rd of 4
ESO 467-8	331.73	-31.05	22	6.9		-1	31	3		Galaxy	PsA	14	pB, L, lE, gbM, 4th of 4
ESO 146-9	332.13	-57.42	22	8.5		-1	57	25		Galaxy	Ind	11	Size: 4.3  pB, L, cE, gpslbM
UGC 11904	331.40	16.78	22	5.6		1	16	47		Galaxy	Peg	15	F, S, lE, bM
