Name	RADeg	DecDeg	RAHour	RAMinute	RASecond	DecSign	DecDeg	DecMinute	DecSecond	Type	Constellation	Magnitude	Info
ESO 202-26	67.15	-47.78	4	28.6		-1	47	47		Galaxy	Cae		Size: 1.6  F, S, R, bM
MCG 1-12-16	67.90	-4.58	4	31.6		-1	4	35		Galaxy	Eri	15	Size: 1.1  vF, vS, R, vlbM
MCG 1-12-17	67.93	-5.08	4	31.7		-1	5	5		Galaxy	Eri	11.1	Size: 2.5  pB, pL, R, gmbM
MCG 1-12-18	67.95	-5.10	4	31.8		-1	5	6		Galaxy	Eri	13.8	Size: 1.0  vF, vS
ESO 157-32	66.98	-55.05	4	27.9		-1	55	3		Galaxy	Dor		eF, pL, lE, f of 2
MCG 1-12-19	67.93	-5.10	4	31.7		-1	5	6		Galaxy	Eri	15	vF, vS
MCG 1-12-20	67.98	-5.37	4	31.9		-1	5	22		Galaxy	Eri	14	eF, S, R, bet * & D*
OCL 406	68.75	45.25	4	35		1	45	15		Open Cluster	Per	10.7	Size: 5.  Cl, vF, pS, C, st eS
MCG 1-12-22	68.03	-5.03	4	32.1		-1	5	2		Galaxy	Eri		eF
MCG 1-12-23	68.00	-4.45	4	32		-1	4	27		Galaxy	Eri	15	F, S, R, lbM
NGC 1593	67.98	0.58	4	31.9		1	0	35		Galaxy	Tau	15	pF, cS, *12 2' n; = IC 2077
MCG 1-12-25	68.15	-4.37	4	32.6		-1	4	22		Galaxy	Eri	15	"vF, eS, *17 45"" n"
	68.53	-4.70	4	34.1		-1	4	42		Galaxy	Eri		eF, vS, R, bMN
MCG 1-12-29	68.25	-4.28	4	33		-1	4	17		Galaxy	Eri	15	eF, S, E 90deg +/-
MCG 1-12-30	68.28	-4.17	4	33.1		-1	4	10		Galaxy	Eri	15	vF, vS, R, gmbM
MCG 1-12-31	68.33	-4.25	4	33.3		-1	4	15		Galaxy	Eri	15	F, vS, R, mbM
MCG 1-12-32	68.50	-8.58	4	34		-1	8	35		Galaxy	Eri	12.9	Size: 1.3  pF, S, R, lbM
UGC 3096	69.00	19.95	4	36		1	19	57		Galaxy	Tau	15	Size: 1.6  vF, vS, R, lbM, vS* inv
ESO 251-10	68.18	-43.72	4	32.7		-1	43	43		Galaxy	Cae		F, S, E, vglbM
ESO 157-41	67.93	-54.60	4	31.7		-1	54	36		Galaxy	Dor	10.4	Size: 4.7  B, L, mE 106deg , vg, vsmbMN 
MCG 1-12-34	69.03	-3.15	4	36.1		-1	3	9		Galaxy	Eri	12.6	Size: 2.8  F, S, iF, lbM, 2 st sf
	69.05	-4.83	4	36.2		-1	4	50			Eri		eeF, S, R; nonexistent?
UGC 3103	69.15	-0.15	4	36.6		-1	0	9		Galaxy	Eri	14	Size: 3.0  vF, pL, mE 140deg , B**  nf
NGC 1626	69.08	-4.97	4	36.3		-1	4	58		Galaxy	Eri	14	eF, S, R, lbM
Ho 77a	69.15	-3.18	4	36.6		-1	3	11		Galaxy	Eri	12.3	Size: 3.9  vF, S, *20 p 5s , 1618 p
DRCG 10-7	68.73	-13.52	4	34.9		-1	13	31		Galaxy	Eri		eF, vS, R, gbMN
OCL 403	70.10	50.45	4	40.4		1	50	27		Cluster Nebulosity	Per	10.4	Size: 5.  F, cL, iF, 6 or 7 st + neb
MCG 1-12-38	69.28	-3.30	4	37.1		-1	3	18		Galaxy	Eri	12.4	Size: 2.7  vF, E 141deg , sbM, F* att np
NGC 1621	69.30	-5.00	4	37.2		-1	5	0			Eri		eF, vS, R, *8 np
MCG 1-12-40	69.38	-4.85	4	37.5		-1	4	51		Galaxy	Eri	13	eF, pL, R, 2 st sf, s of 2
MCG 1-12-39	69.38	-4.70	4	37.5		-1	4	42		Galaxy	Eri	14	vF, pS, mE ns, n of 2
ESO 55-SC24	67.33	-71.83	4	29.3		-1	71	50		Open Cluster	Hyi		vF, pL, R, glbM
ESO 551-19	69.33	-18.90	4	37.3		-1	18	54		Galaxy	Eri		eF, eS, R
ESO 551-21	69.60	-20.67	4	38.4		-1	20	40		Galaxy	Eri	14	vF, S
IC 386	69.48	-9.52	4	37.9		-1	9	31		Galaxy	Eri	13	eF, vS, R
UGC 3125	70.00	7.35	4	40		1	7	21		Galaxy	Tau	14	eF, S, R, *8 sp, p of Dneb
MCG 1-12-15	70.00	7.33	4	40		1	7	20		Galaxy	Tau	15	eF, vS, f of Dneb
UGC 3126	70.03	-0.55	4	40.1		-1	0	33		Galaxy	Eri	14	Size: 1.7  F, S, R, bM, *11 nf 12s
MCG 1-12-42	70.18	-8.60	4	40.7		-1	8	36		Galaxy	Eri	14	vF, pS, R, vgbM, r, * nf 1'
MCG 0-12-68	70.38	-2.85	4	41.5		-1	2	51		Galaxy	Eri	10.9	Size: 3.3  cB, L, R, vgbM
UGC 3133	70.40	-1.82	4	41.6		-1	1	49		Galaxy	Eri	12.1	Size: 2.5  F, pL, lE
	70.23	-17.00	4	40.9		-1	17	0		Triple Star	Eri		only 3 st 12.5 forming equilateral trian
ESO 551-27	70.55	-20.43	4	42.2		-1	20	26		Galaxy	Eri	11.7	Size: 2.8  vF, pS, E 40deg , gbM
ESO 84-SC24	69.03	-65.77	4	36.1		-1	65	46		Open Cluster	Dor		Cl, pL, pRi, pmC, st 11...16
UGC 3140	70.73	0.62	4	42.9		1	0	37		Galaxy	Tau	14	Size: 2.0  F, R, cometary, triangle with
MCG 1-13-1	70.90	-5.28	4	43.6		-1	5	17		Galaxy	Eri	14	F, vS, iR, bM
ESO 84-SC30	69.50	-66.20	4	38		-1	66	12		Globular Cluster	Dor	13	F, S, R, gbM
MCG 1-13-2	71.00	-5.43	4	44		-1	5	26		Galaxy	Eri	14	vF, pS, R (1643 np)
MCG 1-13-3	71.08	-8.55	4	44.3		-1	8	33		Galaxy	Eri	14	F, vS, iR, bM, *7 np
OCL 457	71.50	19.07	4	46		1	19	4		Open Cluster	Tau	6.4	Size: 45.  Cl, vL, st L, sc
MCG 1-13-4	71.13	-8.48	4	44.5		-1	8	29		Galaxy	Eri	16	eeF, pS, v diffic, 1646 sp
NGC 1652	69.53	-68.82	4	38.1		-1	68	49			Dor		F, pS, R, gbM; = 1652?
MCG 3-13-1	71.28	-15.85	4	45.1		-1	15	51		Galaxy	Eri	14	vF, pS, E 0deg , bMN
ESO 55-SC30	69.38	-70.58	4	37.5		-1	70	35		Globular Cluster	Men		pF, L, vlE, vglbM
NGC 1649	69.53	-68.67	4	38.1		-1	68	40		Globular Cluster	Dor		vF, S, R, glbM
UGC 3153	71.45	-2.42	4	45.8		-1	2	25		Galaxy	Eri	13	Size: 2.0  F, cS, R, lbM
UGC 3154	71.45	-2.10	4	45.8		-1	2	6		Galaxy	Eri	14	Size: 1.0  F, S, R, lbM, r? p of 2
	71.55	20.93	4	46.2		1	20	56			Tau		hazy *
MCG 1-13-5	71.45	-5.13	4	45.8		-1	5	8		Galaxy	Eri	14	L, stell N in F neb E npsf
UGC 3156	71.55	-2.07	4	46.2		-1	2	4		Galaxy	Eri	15	fainter but larger than 1654
ESO 304-16	71.00	-41.45	4	44		-1	41	27		Galaxy	Cae		F, pS, pmE, glbM
MCG 1-13-6	71.63	-4.78	4	46.5		-1	4	47		Galaxy	Eri	12.5	Size: 1.7  pF, pS, iE 90deg +/- , bM
ESO 304-18	71.05	-41.48	4	44.2		-1	41	29		Galaxy	Cae		vF, S, lE, glbM
UGC 3166	71.80	-2.05	4	47.2		-1	2	3		Galaxy	Ori	14	vF, vS, bM
OCL 470	72.13	10.93	4	48.5		1	10	56		Open Cluster	Ori	6.4	Size: 20.  Cl of L & S sc st
OCL 461	72.15	13.17	4	48.6		1	13	10		Open Cluster	Ori		Cl, lRi, st L & S
OCL 411	72.78	43.70	4	51.1		1	43	42		Open Cluster	Aur	7.6	Size: 18.  Cl, lRi, lC, pL
MCG 1-13-9	72.05	-5.42	4	48.2		-1	5	25		Galaxy	Eri	14	eF, pL, R, lbM
MCG 1-13-10	72.13	-6.57	4	48.5		-1	6	34		Galaxy	Eri	14	Size: 1.3  vF, pS, R
NGC 1689	72.15	-6.32	4	48.6		-1	6	19		Galaxy	Eri	12.1	Size: 1.5  pF, pS, R, r?
ESO 251-30	71.53	-44.72	4	46.1		-1	44	43		Galaxy	Cae		eF, R, att to *14
ESO 84-38	70.75	-65.80	4	43		-1	65	48		Galaxy	Dor		eF, S, R
MCG 0-13-16	72.48	-2.73	4	49.9		-1	2	44		Galaxy	Ori	14	vF, vS
	72.58	-0.77	4	50.3		-1	0	46			Ori		pF, pS, R
ESO 118-43	71.43	-59.25	4	45.7		-1	59	15		Galaxy	Dor	11	Size: 4.8  B, L, smbMN
ESO 55-SC34	70.60	-69.85	4	42.4		-1	69	51		Open Cluster	Men		vF, S, att to *10
	73.10	23.90	4	52.4		1	23	54			Tau		1st of 2 F neb in same field
	73.10	23.90	4	52.4		1	23	54			Tau		2nd of 2 F neb in same field
ESO 55-SC36	70.93	-68.83	4	43.7		-1	68	50		Open Cluster	Dor		vF, pL, iR, r
IC 2099	72.70	-4.87	4	50.8		-1	4	52		Galaxy	Eri	15	pF, pL, lE
MCG 0-13-19	72.93	-2.63	4	51.7		-1	2	38		Galaxy	Ori	14	vF, S
ESO 422-1	72.50	-31.98	4	50		-1	31	59		Galaxy	Cae		Size: 3.2  vB, L, iR, 4 st inv
ESO 203-4	72.15	-47.82	4	48.6		-1	47	49		Galaxy	Pic		Size: 1.3  vF, S, R, r or st inv
MCG 1-13-26	72.93	-5.82	4	51.7		-1	5	49		Galaxy	Eri	13	vF, S, R, vlbM
MCG 1-13-28	73.08	-3.10	4	52.3		-1	3	6		Galaxy	Ori	14	vF, vS, 1684 f 12s +/- , *9 s 4'.5
NPM1G -03.0218	73.08	-3.02	4	52.3		-1	3	1		Galaxy	Ori		vF, R
MCG 1-13-31	73.13	-3.10	4	52.5		-1	3	6		Galaxy	Ori	13	pF, pS, R, bM, *9,  225deg +/-
MCG 1-13-32	73.15	-2.95	4	52.6		-1	2	57		Galaxy	Ori	14	F
MCG 3-13-19	73.20	-15.37	4	52.8		-1	15	22		Galaxy	Eri	14	eF, vS, mE 30deg
ESO 361-13	72.83	-33.93	4	51.3		-1	33	56		Galaxy	Cae		vF, S, R, vglbM
ESO 119-6	72.10	-59.80	4	48.4		-1	59	48		Galaxy	Dor	12	Size: 2.4  pB, pL, iR, pgmbM
NGC 1667	73.40	-6.33	4	53.6		-1	6	20			Eri		pB, pS, lE; = 1667?
UGC 3198	73.58	1.63	4	54.3		1	1	38		Galaxy	Ori	14	Size: 1.3  vF, vS, am vS st, L* sp
UGC 3201	73.65	3.25	4	54.6		1	3	15		Galaxy	Ori	13	F, S, *11 inv
ESO 552-21	73.85	-20.57	4	55.4		-1	20	34		Galaxy	Lep		Size: 1.3  eF, vS, R
ESO 56-SC2	71.88	-69.35	4	47.5		-1	69	21		Open Cluster	Dor		F, S, R
MCG 1-13-35A	73.80	-4.65	4	55.2		-1	4	39		Galaxy	Eri	15	vF, vS, R, sbM
ESO 56-SC3	71.90	-69.40	4	47.6		-1	69	24		Open Cluster	Dor		F, S, R
ESO 56-SC4	72.00	-68.27	4	48		-1	68	16		Open Cluster	Dor		vF, E, vlbM
ESO 56-SC5	72.15	-68.53	4	48.6		-1	68	32		Open Cluster	Dor		glob. cl. , pB, L, R, rr
ESO 56-SC6	72.35	-69.17	4	49.4		-1	69	10		Nebula	Dor		pB, pS, R, glbM
MCG 1-13-39	74.25	-4.75	4	57		-1	4	45		Galaxy	Eri	15	Size: 1.1  eeF, pS, R, bet 2 st, n of 17
MCG 1-13-38	74.23	-4.87	4	56.9		-1	4	52		Galaxy	Eri	11	Size: 2.9  cB, S, mbM*
ESO 422-11	73.95	-29.88	4	55.8		-1	29	53		Galaxy	Cae	14	"F, S, vlE, glbM, *10 75"" sf"
ESO 56-SC8	72.33	-69.85	4	49.3		-1	69	51		Open Cluster	Men		Cl, vF, S
ESO 119-19	73.20	-59.75	4	52.8		-1	59	45		Galaxy	Dor		Size: 3.2  F, L, R, vglbM, **  att
ESO 56-SC9	72.43	-69.75	4	49.7		-1	69	45		Open Cluster	Dor		F, pS, lE, r
ESO 158-13	73.55	-53.37	4	54.2		-1	53	22		Galaxy	Pic	12.3	Size: 1.8  pF, S, R, pmbM
ESO 85-7	73.13	-62.98	4	52.5		-1	62	59		Galaxy	Dor		Size: 1.4  F, pS, R, vglbM
IC 2107	74.73	8.23	4	58.9		1	8	14			Ori		S, R, rrr; = IC 2107
	75.65	52.88	5	2.6		1	52	53			Cam		Cl, vL, pRi, lC, st L & S
MCG 0-13-54	74.70	-0.48	4	58.8		-1	0	29		Galaxy	Ori	15	vF, vS, np 1713
IC 2108	74.33	-15.30	4	57.3		-1	15	18		Galaxy	Lep	14	vF, vS, R, bMN, *13 inv
ESO 56-SC10	72.63	-70.00	4	50.5		-1	70	0		Open Cluster	Men	10	glob. cl. , B, S, iR, rrr, st 14
ESO 56-SC11	72.83	-69.47	4	51.3		-1	69	28		Cluster Nebulosity	Dor		Cl, pB, S
UGC 3222	74.73	-0.50	4	58.9		-1	0	30		Galaxy	Ori	14	F, S, R, bM
ESO 85-EN8	73.03	-66.93	4	52.1		-1	66	56		Nebula	Dor		vB, S, E or biN, bM, sp of 2
ESO 85-EN9	73.03	-66.92	4	52.1		-1	66	55		Nebula	Dor		vF, S, R, sbM, 2 st nr, nf of 2
ESO 552-34	74.60	-20.40	4	58.4		-1	20	24		Galaxy	Lep	14	pF, pL, R, glbM
	74.80	-0.25	4	59.2		-1	0	15		Star	Ori		np 1719 (F*?)
ESO 85-SC10	73.05	-67.07	4	52.2		-1	67	4		Open Cluster	Dor		F, pS, R, vglbM
UGC 3226	74.90	-0.27	4	59.6		-1	0	16		Galaxy	Ori	14	pF, S, iR, pslbM
MCG 1-13-41	74.83	-7.87	4	59.3		-1	7	52		Galaxy	Eri	13	Size: 1.8  pF, pL, lbM, 1726 nr
MCG 2-13-27	74.80	-11.13	4	59.2		-1	11	8		Galaxy	Eri	13	vF, vS, R
ESO 56-SC12	73.05	-69.40	4	52.2		-1	69	24		Cluster Nebulosity	Dor		Cl, pF, S, R, 2nd of 3
MCG 2-13-29	74.85	-10.98	4	59.4		-1	10	59		Galaxy	Eri	12	Size: 3.7  F, bet 2 st 9-10 n & s, 3rd *
OCL 405	75.88	49.50	5	3.5		1	49	30		Open Cluster	Aur	10	Cl, vS, st + neb?
MCG 2-13-28	74.83	-11.13	4	59.3		-1	11	8		Galaxy	Eri	13	eF, vS, R
MCG 1-13-42	74.93	-7.75	4	59.7		-1	7	45		Galaxy	Eri	12.1	Size: 1.4  F, R, *13, s
ESO 56-SC14	73.05	-69.35	4	52.2		-1	69	21		Cluster Nebulosity	Dor		Cl, pB, pS, pmE, st 12
MCG 2-13-30	74.85	-11.13	4	59.4		-1	11	8		Galaxy	Eri	13	vF, vS, R
MCG 1-13-43	75.03	-3.35	5	0.1		-1	3	21		Galaxy	Ori	13	vF, pL, 2 B st vnr
IC 2113	74.90	-15.83	4	59.6		-1	15	50		Galaxy	Lep	13	Size: 3.0  F, pS, lE, bet 2 F st
ESO 85-SC12	73.35	-66.93	4	53.4		-1	66	56		Cluster Nebulosity	Dor		Cl, pL, lRi, lC, st 10...15
ESO 56-SC17	73.23	-68.67	4	52.9		-1	68	40		Open Cluster	Dor		S, R, close **  in M
ESO 85-SC13	73.48	-66.68	4	53.9		-1	66	41		Open Cluster	Dor		eF, pS, R, gbM
ESO 56-SC18	73.33	-68.78	4	53.3		-1	68	47		Open Cluster	Dor		pB, L, R, gmbM
ESO 85-SC15	73.48	-67.12	4	53.9		-1	67	7		Cluster Nebulosity	Dor		pF, pS, R, 2 st att
ESO 56-EN16	73.28	-68.07	4	53.1		-1	68	4		Nebula	Dor		B, R, r
ESO 56-EN20	73.58	-69.20	4	54.3		-1	69	12		Cluster Nebulosity	Dor		vF, S, 1st of 4
ESO 552-49	75.43	-18.18	5	1.7		-1	18	11		Galaxy	Lep	13	vF, S, E 45deg
ESO 552-50	75.43	-18.20	5	1.7		-1	18	12		Galaxy	Lep	14	eF, vS, lE, in field with 1738
MCG 1-13-46	75.48	-3.30	5	1.9		-1	3	18		Galaxy	Ori	15	eF, vS, *12 sp
	75.40	-4.27	5	1.6		-1	4	16		Galaxy	Eri	13.4	Size: 1.7  vF, vS, vS excent pt inv; = I
	75.43	-3.30	5	1.7		-1	3	18		Star	Ori		vF, vS, 3s .6 f 1740
Dunlop 114	73.50	-69.20	4	54		-1	69	12		Cluster Nebulosity	Dor		B, pL, R, gbM, r, 2nd of 4
ESO 486-5	75.00	-26.02	5	0		-1	26	1		Galaxy	Lep	11.2	Size: 6.8  F, vL, vmE, vgvlbM
ESO 56-SC22	73.58	-69.20	4	54.3		-1	69	12		Cluster Nebulosity	Dor		F, S, 3rd of 4
OCL 452	75.90	23.82	5	3.6		1	23	49		Open Cluster	Tau	6	Size: 42.  Cl, P
ESO 85-SC16	73.73	-67.18	4	54.9		-1	67	11		Cluster Nebulosity	Dor		Cl, pS, lRi, st vS
IC 2114	73.60	-69.20	4	54.4		-1	69	12		Cluster Nebulosity	Dor		pB, vS, R, 4th of 4
ESO 56-SC26	73.65	-68.20	4	54.6		-1	68	12		Open Cluster	Dor		vF, R, p of 2
	75.98	23.65	5	3.9		1	23	39		Open Cluster	Tau		Cl, st L, vc sc
ESO 56-SC23	73.55	-69.82	4	54.2		-1	69	49		Globular Cluster	Men		eF, pL, iR
MCG 1-13-47	75.53	-8.23	5	2.1		-1	8	14		Galaxy	Eri	13	Size: 2.6  F, pL, pmE, 2 or 3 st 11 nf
MCG 1-13-48	75.60	-3.35	5	2.4		-1	3	21		Galaxy	Ori	15	eeF, pS, R, sf 1740
ESO 56-SC25	73.60	-70.45	4	54.4		-1	70	27		Globular Cluster	Men		F, S, R, *13 att, 135deg
ESO 56-SC28	73.75	-68.18	4	55		-1	68	11		Open Cluster	Dor	9.9	Size: 2.  vB, pL, R, gbM, f of 2
ESO 56-SC27	73.65	-69.25	4	54.6		-1	69	15		Open Cluster	Dor		vF, S, R
	75.65	-4.73	5	2.6		-1	4	44			Eri		vL dif neb in zigzags??
OCL 453	76.10	23.77	5	4.4		1	23	46		Open Cluster	Tau		Cl, pC, st L and S
ESO 305-1	75.20	-38.72	5	0.8		-1	38	43		Galaxy	Cae		vF, pL, vglbM
ESO 85-EN19	74.13	-66.53	4	56.5		-1	66	32		Cluster Nebulosity	Dor		vF, S, 3 vS st inv
ESO 85-SC18	74.10	-66.50	4	56.4		-1	66	30		Cluster Nebulosity	Dor		Cl, L, mC, **  9m
UGC 3238	75.90	1.57	5	3.6		1	1	34		Galaxy	Ori	13	vF, vS
IC 2115	74.20	-66.40	4	56.8		-1	66	24		Nebula	Dor		Size: 25.  vB, vL, vimE
ESO 56-SC30	74.05	-67.68	4	56.2		-1	67	41		Open Cluster	Dor		vF, S, R
ESO 119-24	74.60	-62.03	4	58.4		-1	62	2		Galaxy	Dor		cF, S, R, glbM
ESO 56-SC29	73.95	-70.23	4	55.8		-1	70	14		Open Cluster	Men		cF, S, gbM
ESO 56-SC31	74.08	-69.40	4	56.3		-1	69	24		Cluster Nebulosity	Dor		no descr (in LMC)
ESO 56-SC32	74.18	-68.25	4	56.7		-1	68	15		Open Cluster	Dor		F, S, R, gbM
ESO 85-EN23	74.43	-66.47	4	57.7		-1	66	28		Cluster Nebulosity	Dor		B, L, iR, vsmbM ** 10
IC 2117	74.25	-68.42	4	57		-1	68	25		Cluster Nebulosity	Dor	9	Cl + neb, pL, pRi, st 11...18
ESO 85-27	74.73	-63.30	4	58.9		-1	63	18		Galaxy	Dor		vF, mE, glbM, *7-8 np
ESO 56-SC33	74.18	-69.57	4	56.7		-1	69	34		Cluster Nebulosity	Dor		pB, pS, iR, rr
ESO 85-EN25	74.58	-66.35	4	58.3		-1	66	21		Cluster Nebulosity	Dor		pF, pL, iR, 2 or 3 B st nr
ESO 85-SC26	74.45	-67.25	4	57.8		-1	67	15		Open Cluster	Dor	10	B, S, R, smbM, **  + neb
ESO 56-SC34	74.20	-70.43	4	56.8		-1	70	26		Open Cluster	Men		eF, pL, iR
ESO 85-SC28	74.60	-66.43	4	58.4		-1	66	26		Open Cluster	Dor		vF, S, R, gbM
ESO 33-SC1	73.95	-74.28	4	55.8		-1	74	17		Open Cluster	Men		eF, E, ** 9 att, f
OCL 429	77.03	37.05	5	8.1		1	37	3		Open Cluster	Aur	7.7	Size: 7.  Cl, pC, lRi, iF, st L
MCG 2-13-41	76.33	-9.15	5	5.3		-1	9	9		Galaxy	Eri	13	Size: 2.6  pB, S, R, gpmbM
ESO 553-1	76.60	-19.48	5	6.4		-1	19	29		Galaxy	Lep	15	eF, eS, gbM
NGC 1794	76.98	-18.17	5	7.9		-1	18	10			Lep		eF, vS, stellar; = 1794
ESO 56-SC36	74.40	-69.38	4	57.6		-1	69	23		Cluster Nebulosity	Dor		glob. cl. , pB, S, R, pmbM, rr
ESO 85-SC29	74.73	-66.00	4	58.9		-1	66	0		Globular Cluster	Dor	11	cB, L, R, vgpmbM, r
MCG 2-13-42	76.35	-11.87	5	5.4		-1	11	52		Galaxy	Lep	11.8	Size: 4.2  pB, pL, vlE, vgbM, am st
ESO 56-**38	74.65	-68.87	4	58.6		-1	68	52			Dor		no descr, in LMC
ESO 56-SC39	74.78	-67.75	4	59.1		-1	67	45		Globular Cluster	Dor	10.1	Size: 1.2  vB, pS, lE, vsvmbM *9
ESO 85-SC31	74.78	-65.73	4	59.1		-1	65	44		Open Cluster	Dor		Cl, vL, pRi
LBN 916	76.73	-3.35	5	6.9		-1	3	21		Nebula	Ori		Size: 8.  B, cL, R, bM *** ; *10 inv in 
ESO 56-SC37	74.45	-71.90	4	57.8		-1	71	54		Open Cluster	Men		vF, pS, R, vglbM
	77.83	52.07	5	11.3		1	52	4			Aur		Cl, group of 8 or 9 st 10
ESO 56-SC41	74.75	-70.17	4	59		-1	70	10		Nebula	Men		eF, S, R
ESO 305-6	76.30	-37.98	5	5.2		-1	37	59		Galaxy	Col	10.2	Size: 4.0  vB, vL, mE 314deg , glbM, rr
ESO 56-SC43	74.85	-69.55	4	59.4		-1	69	33		Open Cluster	Dor		F, S, R, glbM
NGC 1781	76.98	-18.17	5	7.9		-1	18	10		Galaxy	Lep	14	vF, eS, gbM
ESO 56-SC44	74.88	-69.80	4	59.5		-1	69	48		Globular Cluster	Dor		F, pL, lE
ESO 119-30	75.68	-61.13	5	2.7		-1	61	8		Galaxy	Dor	13	Size: 2.0  pF, pS, pmE, vglbM
MCG 1-14-2	76.93	-8.03	5	7.7		-1	8	2		Galaxy	Eri	15	eeF, S, R, vF* np
OCL 410	77.90	47.67	5	11.6		1	47	40			Aur		S, Cl or Cl + neb
MCG 1-14-1	76.93	-7.97	5	7.7		-1	7	58		Galaxy	Eri	15	vF, vS, vlE
ESO 422-30	76.60	-31.95	5	6.4		-1	31	57		Galaxy	Col	12.6	Size: 1.6  pB, pmE, gpmbM, *13 f
ESO 56-SC45	75.13	-69.63	5	0.5		-1	69	38		Open Cluster	Dor		F, pL, R, vglbM, p of 2
	77.55	24.10	5	10.2		1	24	6			Tau		Cl, st c sc
ESO 203-18	76.35	-49.57	5	5.4		-1	49	34		Galaxy	Pic		Size: 1.1  F, S, R, vglbM, *11 sf; neb?
ESO 56-SC46	75.23	-69.08	5	0.9		-1	69	5		Open Cluster	Dor		F, S, R, bM
ESO 85-SC32	75.55	-66.10	5	2.2		-1	66	6		Open Cluster	Dor	10	B, vS, vsmbM, st + neb
ESO 56-SC47	75.48	-67.98	5	1.9		-1	67	59		Globular Cluster	Dor	11	pB, L, gbM
OCL 462	77.68	16.53	5	10.7		1	16	32		Open Cluster	Tau	7	Size: 17.  Cl, pRi, st L & S
ESO 305-8	76.93	-37.52	5	7.7		-1	37	31		Galaxy	Col	9.9	Size: 7.2  B, L, E, psbM
ESO 56-48	75.50	-69.57	5	2		-1	69	34		Galaxy	Dor		pF, S, R, gbM, 2nd of 2
ESO 85-SC35	75.78	-66.37	5	3.1		-1	66	22		Open Cluster	Dor		cF, S, R, lbM, glob. cl.  f
ESO 422-37	77.18	-29.28	5	8.7		-1	29	17		Galaxy	Col	15	cF, S, lE, p of 2
ESO 422-39	77.23	-29.27	5	8.9		-1	29	16		Galaxy	Col	14	F, S, R, glbM, f of 2
ESO 56-SC50	75.65	-70.32	5	2.6		-1	70	19		Open Cluster	Men		vF, S, R, r
ESO 85-SC36	75.95	-67.28	5	3.8		-1	67	17		Cluster Nebulosity	Dor	9	vF, R, s of 2 in Cl
ESO 56-SC49	75.58	-70.62	5	2.3		-1	70	37		Open Cluster	Men		F, vS, R, vlbM, am st
ESO 85-SC37	75.95	-67.28	5	3.8		-1	67	17		Cluster Nebulosity	Dor	9	vF, R, 2nd neb in Cl
OCL 463	78.03	16.70	5	12.1		1	16	42		Open Cluster	Tau	7.7	Size: 16.  Cl, L, Ri, lC, st 11...14
ESO 85-SC40	76.05	-66.40	5	4.2		-1	66	24		Open Cluster	Dor	9.8	Size: 3.  glob. cl. , vB, pL, R, vmC, rr
UGC 3265	77.93	5.20	5	11.7		1	5	12		Galaxy	Ori	13	vF, S, R
ESO 85-SC39	75.95	-67.28	5	3.8		-1	67	17		Open Cluster	Dor	9	Cl, pL, Ri, C, iF
MCG 3-14-7	77.93	-15.12	5	11.7		-1	15	7		Galaxy	Lep	14	vF, vS, lE
ESO 85-SC42	76.25	-66.20	5	5		-1	66	12		Open Cluster	Dor		vF, S, p of 2
ESO 56-SC51	75.88	-70.35	5	3.5		-1	70	21		Open Cluster	Men		Cl, pF, L, iF, st 12...15
ESO 119-36	76.73	-59.72	5	6.9		-1	59	43		Galaxy	Dor		vF, pL, vmE 162deg
ESO 56-SC53	76.03	-68.92	5	4.1		-1	68	55		Open Cluster	Dor		no descr, in LMC
ESO 85-SC43	76.35	-66.22	5	5.4		-1	66	13		Open Cluster	Dor		vF, S, f of 2
ESO 362-6	77.53	-36.97	5	10.1		-1	36	58		Galaxy	Col		Size: 3.4  vF, vmE, long ray, *11 inv
ESO 56-SC54	76.03	-69.38	5	4.1		-1	69	23		Open Cluster	Dor		F, S, R, 1st of 3
ESO 56-SC57	76.18	-68.05	5	4.7		-1	68	3		Cluster Nebulosity	Dor	8	F, pL, R, r
ESO 56-SC56	76.13	-69.33	5	4.5		-1	69	20		Open Cluster	Dor		F, pS, R, 2nd of 3
ESO 85-SC44	76.53	-64.92	5	6.1		-1	64	55		Open Cluster	Dor	11	B, L, R, glbM, r
MCG 3-14-10	78.03	-15.68	5	12.1		-1	15	41		Galaxy	Lep	11.4	Size: 2.8  pB, iR, mbM, c* nf 1'
ESO 56-SC55	76.08	-70.72	5	4.3		-1	70	43		Cluster Nebulosity	Men		vF, pL, 1st of sev
ESO 56-SC60	76.33	-69.22	5	5.3		-1	69	13		Triple Star	Dor		plan? B, eS, lE
ESO 56-SC58	76.30	-69.40	5	5.2		-1	69	24		Globular Cluster	Dor	9.8	Size: 1.2  cB, S, R, gmbM, 3rd of 3
ESO 56-SC61	76.33	-68.62	5	5.3		-1	68	37		Open Cluster	Dor		st + neb, 1st of sev
ESO 56-SC59	76.18	-70.70	5	4.7		-1	70	42		Cluster Nebulosity	Men		Cl, L, Ri, st sc
ESO 56-SC64	76.48	-68.45	5	5.9		-1	68	27		Open Cluster	Dor		Cl, L, vlC
ESO 56-SC63	76.48	-68.62	5	5.9		-1	68	37		Cluster Nebulosity	Dor		st + neb, pB, iF, 2nd of sev
ESO 56-SC62	76.60	-71.82	5	6.4		-1	71	49		Open Cluster	Men		F, R, bM, r
ESO 004-SC15	71.25	-84.00	4	45		-1	84	0		Globular Cluster	Men	12	pF, L, iR, vsbM, r
